City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
561,carloforte,39.145,8.3058,61.79000000000002,68,74,6.48,IT,2023-04-22 13:09:20
562,haimen,23.1935,116.6142,69.29600000000005,90,99,5.98,CN,2023-04-22 13:09:20
563,susuman,62.7833,148.1667,5.864000000000033,98,82,1.84,RU,2023-04-22 13:08:50
564,villa gesell,-37.2639,-56.973,61.05200000000008,73,24,6.22,AR,2023-04-22 13:07:41
565,sao marcos,-28.9711,-51.0681,74.04800000000003,38,93,0.66,BR,2023-04-22 13:09:21
566,holualoa,19.6228,-155.9522,76.78399999999999,81,40,5.14,US,2023-04-22 13:08:00
567,road town,18.4167,-64.6167,84.29000000000002,70,40,5.66,VG,2023-04-22 13:05:32
568,namibe,-15.1961,12.1522,78.29600000000005,79,74,3.17,AO,2023-04-22 13:06:47
569,vieste,41.8825,16.175,58.91000000000008,73,10,3.38,IT,2023-04-22 13:09:22
570,jingmen,31.0336,112.2047,42.51200000000006,87,100,7.46,CN,2023-04-22 13:09:22
571,mawlamyinegyunn,16.3833,95.2667,83.55200000000008,73,45,4.05,MM,2023-04-22 13:09:22
572,yanam,16.7333,82.2167,78.98000000000005,88,87,0.6,IN,2023-04-22 13:09:23
573,witu,-2.3889,40.4382,77.16200000000006,92,100,3.01,KE,2023-04-22 13:09:24
574,anna regina,7.2644,-58.5077,82.38200000000002,73,100,3.67,GY,2023-04-22 13:09:24
575,abalak,58.1286,68.5944,44.168000000000085,94,100,2.95,RU,2023-04-22 13:08:43
576,nago,26.5881,127.9761,71.45600000000003,84,15,5.5,JP,2023-04-22 13:06:12
577,axim,4.8699,-2.2405,82.54400000000007,79,90,3.6,GH,2023-04-22 13:09:25
578,holmsund,63.706,20.3641,33.74600000000005,86,100,4.02,SE,2023-04-22 13:09:25
579,taoudenni,22.6783,-3.9836,92.084,7,72,4.7,ML,2023-04-22 13:08:45
580,languyan,5.2618,120.0807,78.53000000000004,83,43,1.73,PH,2023-04-22 13:09:25
581,balykshi,47.0667,51.8667,55.400000000000006,82,0,5.0,KZ,2023-04-22 13:09:26
582,kharp,66.8014,65.8081,27.968000000000085,99,100,1.35,RU,2023-04-22 13:07:36
583,villa avila camacho,20.3819,-97.8792,83.96600000000001,69,66,2.7,MX,2023-04-22 13:09:26
584,fortuna,40.5982,-124.1573,56.66000000000008,92,92,2.88,US,2023-04-22 13:05:58
585,ola,59.5833,151.2833,29.696000000000048,74,100,11.53,RU,2023-04-22 13:06:56
586,tashtyp,52.7939,89.8983,28.094000000000072,82,59,0.74,RU,2023-04-22 13:09:27
587,bubaque,11.2833,-15.8333,78.36800000000008,70,43,11.23,GW,2023-04-22 13:07:20
588,salinas,36.6777,-121.6555,74.984,65,0,2.06,US,2023-04-22 13:09:28
589,norfolk,42.1668,-71.2495,58.08200000000002,66,100,2.57,US,2023-04-22 13:06:46
590,minas de marcona,-15.2119,-75.1103,72.0680000000001,57,42,6.58,PE,2023-04-22 13:09:28
591,kokpekty,48.75,82.4,38.19199999999999,60,1,2.51,KZ,2023-04-22 13:09:29
592,mersrags,57.3354,23.1246,43.34000000000002,72,11,1.33,LV,2023-04-22 13:09:29
593,loango,-4.6719,11.8312,79.7,78,100,2.29,CG,2023-04-22 13:09:30
594,ploneour-lanvern,47.9,-4.2833,55.72400000000002,76,75,7.72,FR,2023-04-22 13:07:30
595,marsa alam,25.0757,34.8918,75.59600000000006,61,41,2.59,EG,2023-04-22 13:07:52
596,dadhar,29.4753,67.6514,84.68600000000006,9,0,1.06,PK,2023-04-22 13:09:31
597,launceston,-41.45,147.1667,53.150000000000006,92,26,4.12,AU,2023-04-22 13:09:31
598,sechura,-5.5569,-80.8222,84.7760000000001,63,86,4.94,PE,2023-04-22 13:09:31
